Source.Name,Reviews,Class
1000_4.txt,"The plot for Descent, if it actually can be called a plot, has two noteworthy events. One near the beginning - one at the end. Together these events make up maybe 5% of the total movie time. Everything (and I mean _everything_) in between is basically the director's desperate effort to fill in the minutes. I like disturbing movies, I like dark movies and I don't get troubled by gritty scenes - but if you expect me to sit through 60 minutes of hazy/dark (literally) scenes with NO storyline you have another thing coming. Rosario Dawson, one of my favorite actresses is completely wasted here. And no, she doesn't get naked, not even in the NC-17 version, which I saw.<br /><br />If you have a couple of hours to throw away and want to watch ""Descent"", take a nap instead - you'll probably have more interesting dreams.",5
1001_4.txt,"I rented this on DVD and I kind of feel bad since Dawson and Lugacy are so earnest about it in the DVD comments. It's not a bad movie exactly, but it's one of those films that desperately wants to be a deep comment on human nature while not realizing that its story is practically a genre. Plus, it is a little simplistic about the issue in a lot of ways, and the characters' behavior often strains belief. I'd say its a film that you would get something out of if you don't have a lot of film/TV/literature/life behind you (to be honest, I've seen almost exactly the same story in horror comics even). Otherwise, its point has been made before and more artfully. And that gets to the big problem, which is that it really doesn't have much of cinematic interest to it besides the point. It ends up being a fairly bland movie overall that invests everything in the idea that the basic story will be shocking and compelling, and it doesn't really pay off.",5
1004_4.txt,"Jewish newspaper reporter Justin Timberlake (as Joshua ""Josh"" Pollack) is puzzled when a courtroom defendant whispers ""Thank you"" to testifying officer LL Cool J (as Rafe Deed) as he leaves the witness stand. In the opening sequences of this film, you are given the explanation. You will see Mr. Cool J's devilish detective partner Dylan McDermott (as Frances ""Laz"" Lazerov) decide NOT to murder Damien Dante Wayans (as Isaiah Charles). The cops in the city of ""Edison"" are so corrupt they shoot their suspects, steal their money, and snort their dope. Whether he's out to impress his girlfriend (herein, called ""Pussy"") or win a Pulitzer, the city's corruption does NOT sit well with the noble Mr. Timberlake.<br /><br />Timberlake decides to investigate the corruption, which reaches both unexpected scope and life-threatening levels of danger. Writer/director David J. Burke keeps the film above water, but just barely. LL Cool J beats Timberlake in the ""pop star to movie star"" sweepstakes (aka the ""rapper to actor"" progression). Mr. McDermott has fun with his role. Lending gravitas to the proceedings are sagely supporting actors Morgan Freeman (as Moses Ashford) and Kevin Spacey (as Levon Wallace). F.R.A.T. means First Response Assault and Tactical, but it's more important to know that ""Edison (Force)"" stars Justin Timberlake and LL Cool J, not Morgan Freeman and Kevin Spacey (who seems lost).<br /><br />**** Edison (9/17/05) David J. Burke ~ Justin Timberlake, LL Cool J, Morgan Freeman, Dylan McDermott",5
1009_4.txt,"*** REVIEW MAY CONTAIN SOME SPOILERS *** I'll make this review short and sweet. I bought this movie from Best Buy because it sounded interested and had some top actors in it like Kevin Spacey and Morgan Freeman. How bad could it be, right? Well, it's pretty bad. Justin Timberlake plays Pollack, a wannabe journalist who stumbles across a case that may lead to corrupt cops at Edison's Police Force. LL Cool J is Deed, a cop within the force on a special force team called F.R.A.T. (First Response Assault Tactics). He's teamed with an ""on-the-edge"" bad cop named Lazerov (Dylan McDermott). In the opening scene we see Lazerov & Deed taking on some bank robbers, but at night they are busting a couple of guys doing drugs. I don't want to give to much away, but things turn bad for the guys doing the drugs. Pollack, who works for Ashford (Morgan Freeman) goes to a trial involving Deeds & Lazerov. He suspect foul play and with the help of Ashford, does some investigate that turns ugly. Wallace (Kevin Spacey) who is all within the F.R.A.T. team joins with Ashford to try to bring the corrupt cops to justice.<br /><br />You can tell from the beginning that Freeman and Spacey's performance are pretty lackluster. The only person that give a all out performance is Dylan McDermott. He is a complete nut case in this movie and made a believer out of me. LL Cool J is terrible in this film. He says every line the same way and shows pretty much the same emotion. He was much better in movies like Deep Blue Sea & Any Given Sunday. The film starts off with some nice action but then drags it feet through the rest of the film. The ending is far from satisfying.<br /><br />Don't waste your time with this film. I'm putting it on Ebay this weekend.",5
1010_4.txt,"I rented this movie last week. I saw Kevin Spacey and Morgan Freeman were on it, so it seemed promising. And it was, until Justin Timberlake came on scene. He is a really bad actor and shouldn't be allowed to make a movie ever again. I mean, he is one of the most boring, uninspired actors I've ever seen. He puts absolutely no emotion to any of his lines whatsoever. Why the hell was he cast for the role of Josh Pollack? I think Matt Damon would have been a better choice.<br /><br />Kevin Spacey was another big disappointment. His character is so dull, it seems like a bad mix of his character in American Beauty and John Doe in Se7en. It might sound cool, but believe me, it's not.<br /><br />Now, Dylan McDermott's acting is very good. It's about one of the very few good things about this movie. He is just inspired.<br /><br />Morgan Freeman is good but nothing special. He has some really cool lines though.<br /><br />About the story, although it was a bit obvious and exaggerated at times it was good. I was expecting a big twist when Lazerov (Dylan McDermott) was killed, but nothing really happened.",5
1016_4.txt,"The movie itself is not too bad; many comments have pointed out the obvious flaws of the script, but it is watchable. What really gives me the creeps though is that people like Justin Timberlake even get cast for movies, and on top of that for movies like this one. I have to admit I had never heard the man's name before watching this, but the very instant he appeared I was just plain annoyed. The voice is crap, the face is a bad rip-off of Legolas, the posture is horrible, and he cannot even properly coordinate all three of them. Said to say, I was delighted when he got jumped after leaving the disco, because I was hoping from then on it would be Morgan Freeman and Kevin Spacey only. Too bad I was wrong. These two and also LL Cool J give a very decent performance, and they are the main reason I give this a 4. <br /><br />I see many upcoming movies with the little Timberlake cast... and cannot believe it.",5
1033_4.txt,"I grew up on Scooby Doo Where Are You, and I still love it. It is one of my favourite cartoons along with Darkwing Duck, Talespin, Peter Pan and the Pirates and Tom and Jerry. This show though is good for kids, the voices are good(Don Messick and Casey Kasem are perfect as Scooby and Shaggy), the theme tune is tolerable and it has some nice animation. However it is rather disappointing. I normally don't mind Scrappy, but when he appears to be like the main character, it gets annoying fast. Complete with the catchphrase Puppy Power, Scrappy is somewhat more annoying than usual. Also half the gang are missing after the first year, somehow it didn't feel like Scooby Doo. And the jokes and the story lines were in general lame and unoriginal, very little chasing monsters or unmasking the baddies. All in all, not as bad as Shaggy and Scooby Doo:Get a Clue, but this show is disappointing. 4/10 for the animation, voices, theme tune and the fact it is nice for kids. Bethany Cox",5
1044_4.txt,"Raising Victor Vargas is one of those light, family movies that you can watch and do the N.Y. Times crossword puzzle at the same time. And if you want to go to the kitchen for a taco and a Corona, you don't have to ""Pause"" the DVD. Just let it roll, 'cause you won't be missing anything really important. No twists, turns, or tension. It's not really an ethnic movie, it's a movie about a poor, struggling immigrant family that happens to be Latino. They could have been any ethnic group. It made very little difference. I've seen it all a zillion times before. Just plug in a Jewish family, an Italian family, a Black family, or an Irish family. Just the accents and names were different. If the Vargas family was named Bush or Clinton and were Presbyterians, the movie would have been a total snooze. <br /><br />It's funny that the critics here couldn't get the locale straight. Some said it was Spanish Harlem. Some the Bronx, and another Brooklyn. As a life-long New Yorker, I vote for the Lower East Side. And it seemed that the family never met up with anyone except other Latinos. They lived in an insulated/isolated little enclave. Some interaction with non-Latinos might have created some excitement, interest, or tension. Remember West Side Story?<br /><br />And now for the oft-criticized cinematography. I don't know if it was my TV or what, but all the indoor shots looked very ORANGE to me. The apt, the furniture, and the faces were all ORANGE. What was that supposed to mean? And the apt. did look pretty cramped to me. Somebody here mentioned that the old apt's/tenements had very big rooms. Well, maybe 50 years ago. What landlords have done is to break up one big apt into 2 or 3 very small ones and squeeze as many immigrants as they can into them. <br /><br />And another annoying thing ....This is the second family movie I've seen and criticized this week that featured a teenage boy ""jerking off"". Is this private sex act necessary for us to watch? Please spare me! What's up with these directors? <br /><br />So ""Victor Vargas"" is a pleasant little movie. It was nice for a change to see young Latino actors given a break and a chance to show their talents, which they did. But the writers let them down, giving them a flat, unspectacular script to work with. Enjoy the show, but keep your fingers near the ""fast forward"" button.",5
1048_4.txt,"Raising Victor Vargas: A Review<br /><br />You know, Raising Victor Vargas is like sticking your hands into a big, steaming bowl of oatmeal. It's warm and gooey, but you're not sure if it feels right. Try as I might, no matter how warm and gooey Raising Victor Vargas became I was always aware that something didn't quite feel right. Victor Vargas suffers from a certain overconfidence on the director's part. Apparently, the director thought that the ethnic backdrop of a Latino family on the lower east side, and an idyllic storyline would make the film critic proof. He was right, but it didn't fool me. Raising Victor Vargas is the story about a seventeen-year old boy called, you guessed it, Victor Vargas (Victor Rasuk) who lives his teenage years chasing more skirt than the Rolling Stones could do in all the years they've toured. The movie starts off in `Ugly Fat' Donna's bedroom where Victor is sure to seduce her, but a cry from outside disrupts his plans when his best-friend Harold (Kevin Rivera) comes-a-looking for him. Caught in the attempt by Harold and his sister, Victor Vargas runs off for damage control. Yet even with the embarrassing implication that he's been boffing the homeliest girl in the neighborhood, nothing dissuades young Victor from going off on the hunt for more fresh meat. On a hot, New York City day they make way to the local public swimming pool where Victor's eyes catch a glimpse of the lovely young nymph Judy (Judy Marte), who's not just pretty, but a strong and independent too. The relationship that develops between Victor and Judy becomes the focus of the film. The story also focuses on Victor's family that is comprised of his grandmother or abuelita (Altagracia Guzman), his brother Nino (also played by real life brother to Victor, Silvestre Rasuk) and his sister Vicky (Krystal Rodriguez). The action follows Victor between scenes with Judy and scenes with his family. Victor tries to cope with being an oversexed pimp-daddy, his feelings for Judy and his grandmother's conservative Catholic upbringing.<br /><br />The problems that arise from Raising Victor Vargas are a few, but glaring errors. Throughout the film you get to know certain characters like Vicky, Nino, Grandma, Judy and even Judy's best friend Melonie. The problem is, we know nothing of Victor Vargas except that he is the biggest gigolo in the neighborhood. We know that he knows how to lick his lips, and comb his fro, and carry himself for the sake of wooing girls into the sack, but that's all. We know that Nino plays piano, and quiet well, you could see it by the awards on the family piano. We know his sister Nicki, is a gossip-loving girl with an invested interest in watching TV. We know that grandma is a hard-working traditional Latina woman who's trying to raise her kids with conservatively in a world of excess corruption. Yet where is the titular character, Victor Vargas? He's in this movie somewhere, but we only know what the movie tells us. This is by far the film's biggest flaw. Victor Vargas isn't so much a character but a ping-pong ball, bouncing between scenes with Judy and his Grandmother, but we never get to know who Victor Vargas really is. This is important because as I've mentioned the only thing we know of Victor Vargas is that he's a sexually active teenager with a libido the size of Manhattan. He's a total Alpha-male. Victor Vargas is not the kind of character I sympathize with at all. Why should anyone? So by the end of the movie, in the aftermath of the climax are we truly led to believe that somehow Victor Vargas has attained ANY depth and learned the errors of his ways? How could such a two-dimensional character have any depth? If only the director had worried a little more about fleshing out his main character instead of worrying about getting that perfect hand-held shot.<br /><br />Raising Victor Vargas brings to life the world of the Latino inner-city neighborhood to the big screen. Something that few films have done before in the past. The film has been complimented for feeling so real, and I won't<br /><br />argue with that. I haven't seen this level of reality since CBS aired Survivor. Seriously, although the movie has some nice shots of the city, the writer/director Peter Sollett was way too dependent on close-ups and hand-held shots. This problem is particularly noticed in indoor scenes that are so claustrophobic I was forced to perform deep-breathing exercises to keep from passing out. As the film continues, the shots get tighter and tighter with faces cropped from brow to chin on the screen; you can practically smell Victor Vargas's cheap cologne. The overall effect is unrealistic in contrast. The indoor scenes of inner-city apartments make them look small and cramp, which is not true. I've been in those type apartments; I used to live in one. They're not splendorous but they have high ceilings and they're decent living spaces. By the movie's standards you'd think that these apartments were 5x5 cells of brick-and-mortar, chipped paint and cracked walls. Unfortunately, Sollett's constant use of close-ups and one particularly bad shot with a zoom-in on one scene come off as totally amateurish. But Raising Victor Vargas is only Sollett's second film, and his most well known, a solid effort in filmmaking that will hopefully get better as he continues to make films. One review I read summarized the movie as, `Ethnicity for Ethnicity's Sake,' and I cannot agree more. If Victor Vargas were truly a great film and story, then the characters' applicability wouldn't matter whether they were Latino, Chinese, etc. Yet if you were to take this story and stick it in middle-class suburbia with a bunch of teeny-bopper white kids the results wouldn't be such glowing reviews, and we'd see the film's flaws more clearly. Indeed, some other aspects of the use of Latinos in this film bother me. While some aspects of Victor Vargas are accurate others I have to question. For example, Victor, Nino and Vicky all share the same room to sleep. This set off an alarm for me because it seemed contrary to what I believe. Any self-respecting Latino family wouldn't have two older brothers sharing the same room with a thirteen-year old girl. At first I was unsure, perhaps I was wrong, but after speaking with my grandmother I knew my problem with this was justified. Considering how conservative the grandmother is, you'd think that Vicky would have been sleeping in her room.<br /><br />As a Latino who grew up in a somewhat conservative Cuban household, raised by my grandmother while my mother was working full-time, I could relate to the movie in many ways, which is why my critical viewpoints are bittersweet because I really wanted to love this movie. Unfortunately, my lack of respect for Victor Vargas sabotaged my feelings for the film. Maybe it's because Victor Vargas reminds me of those guys who were getting laid while I was playing with my Sega Genesis when I was seventeen. Maybe it's because without any further introspection by the film, Victor Vargas is merely a stereotypical hot-blooded Latino, who'll just end up shouting to girls from his car, `Hey bay-bee, ju want to get into my luv Mah-Cheen?' Either way I don't like him, so ultimately how can I like a film about him? So if you'll excuse me, I'm going to go stick my hands into a bowl of grits.<br /><br />",5
1050_4.txt,"Nathan Detroit runs illegal craps games for high rollers in NYC, but the heat is on and he can't find a secure location. He bets chronic gambler Sky Masterson that Sky can't make a prim missionary, Sarah Brown, go out to dinner with him. Sky takes up the challenge, but both men have some surprises in store Â…<br /><br />This is one of those expensive fifties MGM musicals in splashy colour, with big sets, loud music, larger-than-life roles and performances to match; Broadway photographed for the big screen if you like that sort of thing, which I don't. My main problem with these type of movies is simply the music. I like all kinds of music, from Albinoni to ZZ Top, but Broadway show tunes in swing time with never-ending pah-pah-tah-dah trumpet flourishes at the end of every fourth bar aren't my cup of tea. This was written by the tag team of Frank Loesser, Mankiewicz, Jo Swerling and Abe Burrows (based on a couple of Damon Runyon stories), and while the plot is quite affable the songs are weak. Blaine's two numbers for example are identical, unnecessary, don't advance the plot and grate on the ears (and are also flagrantly misogynistic if that sort of thing bothers you). There are only two memorable tunes, Luck Be A Lady (sung by Brando, not Sinatra as you might expect) and Sit Down, You're Rockin' The Boat (nicely performed by Kaye) but you have to sit through two hours to get to them. The movie's trump card is a young Brando giving a thoughtful, laid-back performance; he also sings quite well and even dances a little, and is evenly matched with the always interesting Simmons. The sequence where the two of them escape to Havana for the night is a welcome respite from all the noise, bustle and vowel-murdering of Noo Yawk. Fans of musicals may dig this, but in my view a musical has to do something more than just film the stage show.",5
